更新日,名称,業界(小分類),求人有無,事業内容,所在地,従業員数,資本金,設立,平均年齢,企業URL,代表者,上場市場名
2024-07-01,株式会社ジャパンブルー,ファッション・アパレル・アクセサリーメーカー,6,■事業内容： ・デニム製品の製造・販売、デニム・綿織物の企画製造・販売・海外…28ヵ所の国と地域、桃太郎ジーンズ約70店舗、JAPAN BLUE JEANS約54店舗に展開しています。・国内…桃太郎ジーンズ直営店6店舗、JAPAN BLUE JEANS直営店3店舗を含む計14店舗、取扱店は桃太郎ジーンズ約150店舗、JAPAN BLUE JEANS約210店舗に展開しています。,岡山県倉敷市児島味野4047-8,138,,2014,,https://www.japanblue.co.jp/,,
2024-08-01,四国化成コーポレートサービス株式会社,総合化学メーカー,7,■主な業務：・経営企画業務（グループの経営方針の立案、IR、広報等）・事業企画業務（グループ各社／化学品事業・建材事業の事業戦略立案、マーケティング、予実管理、支援業務等）・経理関連業務（経理、財務、税務等）・人事関連業務（採用、教育、人事管理、労務管理、福利厚生等）・総務関連業務（総務、法務、コンプライアンス、株主総会事務、資産管理等）・情報管理業務（社内システムの管理・保守・運用、情報セキュリティ管理等）・サステナビリティ推進、内部統制、内部監査、リスク管理ほか,香川県丸亀市土器町東8丁目537-1,56,100百万円,2022,,https://www.shikoku.co.jp/company/group/shikoku-cs/,,
2024-08-01,四国化成工業株式会社,機能性化学（有機・高分子）メーカー,13,【主な事業内容】◎無機化成品／自動車の高速走行を支える高性能ラジアルタイヤの優れた性能を引き出すゴム加硫剤「不溶性硫黄」、入浴剤に配合され入浴後の保温効果を高める「中性無水芒硝」など。◎有機化成品／塩素化イソシアヌル酸を原料とするプール用殺菌・消毒剤「ネオクロール」、入浴施設用の「スパクリーン」や「レジオハンター」、浄化槽の殺菌・消毒剤「ポンシロール」、バイオ技術の応用による排水処理剤「ハイポルカ」など。◎ファインケミカル／エポキシ樹脂の硬化剤であるイミダゾール類「キュアゾール」は、積層板や半導体の封止材として優れた特性を発揮。耐熱型水溶性プレフラックス「タフエース」など。,香川県丸亀市土器町東8-537-1,325,300百万円,1947,40.0,なし,,
2024-08-01,四国化成建材株式会社,住宅設備・建材メーカー,9,■事業内容：「いつもの場所を、価値ある空間に」をキャッチフレーズに、快適な住環境や街並みを支える商品を製造・販売しています。ＧマークやＪＣＤデザインアワードの受賞など、独創力を活かした商品を創造しています。◎内装材・外装材・舗装材／天然の土や砂を主原料とする室内空間向けの「内装材」、建物の外壁や外構の塀用の「外装材」、駐車スペース・アプローチ・歩道用の「舗装材」,香川県丸亀市土器町東8-537-1,238,300百万円,2022,,https://kenzai.shikoku.co.jp/,,
2024-05-01,株式会社ＹＣまつぶたＰＩＧ　ＳＴＯＲＹ,食品・飲料メーカー（原料含む）,1,■事業内容： ブランド豚 まつさか豚の生産・加工・販売惣菜店の運営・希少豚である松阪豚の生産から販売を一貫して行うことで、松阪豚の種とブランドを守り、地元の宝物として未来へ繋ぐ『豚物語』を紡いでいます。・肉の町 松阪の特産品である松阪牛・松阪豚・松阪鶏焼肉をPRする、一般社団法人 松阪肉肉協会の会長兼、事務局の役割を担っております。松阪の肉文化を通して社会貢献、地域創生に携わり、ブランド力の強化、イベント出店なども行い、伊勢志摩FCのサポート企業として、町おこしに参画しております。,三重県松阪市高町220-4,7,3百万円,,,なし,,
2024-07-01,ストラク株式会社,食品・飲料メーカー（原料含む）,1,■京都利休の「生わらび餅」製造・販売■和菓子バリューチェーン支援事業（六雁和菓子製作所）■フランチャイズ事業・国際和菓子協会会員・HACCP認定工場・ISO22000 2023年5月取得,神奈川県横浜市神奈川区斎藤分町2-7,,2300万円,2022,35.0,https://struc.co.jp/,代表取締役 渡辺 大河,
2024-08-01,名古屋木材株式会社,住宅設備・建材メーカー,3,■事業内容： ・木材･住宅資材の販売、住宅建築、リフォーム事業、木材圧縮技術による木製品の開発・販売・木材や木質系の建築資材を愛知県・岐阜県・三重県の地域の材木店や工務店ルートにて販売・注文・分譲住宅の建築販売やリフォーム工事・木材を圧縮成形する技術で特許を取得し、曲がる木材製品を開発、商品はオンラインショップ等で販売,愛知県名古屋市中川区山王2-6-41,70,100百万円,1945,,https://www.meimoku.co.jp/,,
2024-08-01,株式会社ＢＪＣ,化粧品メーカー,6,■事業内容： ＜美容・健康関連アイテムの卸売＞スキンケア商品や化粧品、美容・健康に関連するさまざまなアイテムの販売,福岡県福岡市博多区博多駅南4-18-2明東ビル4F,60,100百万円,2014,39.0,https://bjc.jpn.com/,,
2024-07-01,キラキラ株式会社,玩具メーカー,2,■アミューズメント専用商品の企画・製造・販売（クレーンゲーム用景品）■商品デザイン制作・カプセルトイ・ライセンスグッズ商品企画・製造販売■OEM製造事業（オリジナル商品製造・海外生産管理・貿易代行）,東京都豊島区東池袋1-30-12 城北自動車会館4F（ウルトラニュープランニング株式会社内）,40,,2022,33.0,https://kirakira-1-jp.secure-web.jp/,代表取締役 西田 純平,
2024-08-01,株式会社フジクラプリントサーキット,金属・製綱・鉱業・非鉄金属メーカー,7,■事業内容： 同社は2022年3月に、株式会社フジクラと、100％子会社である藤倉商事株式会社、株式会社東北フジクラが現在行っているフレキシブルプリント配線板（FPC）事業を切り取り、FPC 事業単独子会社としてスタートした企業になります。実装を含むFPC(フレキシブルプリント基板)の製造から販売まで行います。,東京都江東区木場1-5-1,368,"1,000百万円",2022,,"Failed to retrieve page, status code: 410",,
2024-08-01,国際紙パルプ商事株式会社,製紙・パルプメーカー,7,■事業内容： 紙・板紙・紙加工品・パルプ・古紙・化成品・紙関連機械・包装資材・その他関連商品の売買及び輸出入ならびに不動産の保有、賃貸、倉庫業を行っています。,東京都中央区明石町6-24,570,350百万円,2022,43.2,https://www.kpp-gr.com/kpp/ja/index.html,,プライム市場
2024-07-01,サンワテクニック株式会社,総合化学メーカー,1,■事業内容： ・プリント配線板、部品実装に関する化学薬品材料全般の製造／販売・ポリイミドを使用した感光性ポリイミドインキ、ポリイミド銀ペーストなど様々な製品開発,埼玉県所沢市大字南永井840-2,20,30百万円,1970,,https://www.sanwa-technic.com/,,
2024-08-01,セトラスホールディングス株式会社,その他メーカー,3,■事業内容： 医薬用制酸剤、酸化マグネシウム、水酸化マグネシウム、合成ハイドロタルサイト、その他無機化学工業薬品、 医療用医薬品の製造・販売,香川県高松市磨屋町8-1あなぶき磨屋町ビル1-2F,130,144百万円,,,https://setolas.com/,,
2024-06-01,清泉花株式会社,食品・飲料メーカー（原料含む）,1,漢方の「食養生（しょくようじょう）」の考えのもと、薬膳茶や和漢食材の通信販売や漢方×バナナジュース店の運営といった事業を通じて漢方の考えを世の中に広める事業を展開しています。◆薬膳茶/和漢食材の製造、通信販売◆バナナジュース店の運営,東京都新宿区愛住町19-16 富士ビル2F,38,1百万円,2022,35.0,https://seikado.official.ec/,代表取締役 林 泰太郎,
2024-08-01,株式会社ディーエイチシー,化粧品メーカー,11,"■企業概要創業は1972年。創業者が委託翻訳業務を開始したことにはじまります。その後次々と事業の幅を広げ、現在では化粧品・健康食品の製造・販売をはじめ、アパレル、ビール事業など多岐にわたる事業を擁する企業へと成長を遂げました。会員数は1,593万人を超え（2024年1月現在）、革新的な発想と品質を極めた商品群を次々と開発し、定番の「オリーブバージンオイル」や「プロティンダイエット」をはじめとする、時代のニーズに見合う画期的な商品作りを行い、数々のヒット商品を生み出しています。",東京都港区南麻布2-7-1,1591,,1975,,https://top.dhc.co.jp/company/jp/,,
