更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,平均年齢,従業員数,資本金,企業URL,上場市場名,代表者
2024-08-01,アーチス株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,1,■事業内容： 各種自動化装置及びFA機器の製造販売 ※ガントリーローダ・ロボットシステム、自動検査装置、簡易洗浄機等,愛知県豊橋市小向町蜂ヶ尻3-1,1982,,17,40百万円,"Failed to retrieve page, status code: 410",,
2024-06-01,東洋スクリーン工業株式会社,機械部品・金型メーカー,2,■事業内容： 食品・化学工場などで分離、分級、濃縮、脱水に関する部品及び機器・装置、環境保全のための機器・装置等の企画、製造、販売を行っております,奈良県生駒郡斑鳩町幸前2-10-6,1954,43.6,92,20百万円,https://www.toyoscreen.co.jp/corp_info/,,
2024-08-01,関西金網 株式会社,機械部品・金型メーカー,4,■事業概要：同社は工業用金網の国内トップシェアメーカーです。工場における熱処理や冷凍処理、洗浄処理を必要とするラインに使用されるコンベアベルト用金網や「ふるい分け」と言われる工程において使用される篩、化学薬品等のろ過に使用されるフィルター等を製造・販売しています。※「ふるい分け」とは、粒の大きさを均一にするための工程で、薬品や食物、精密部品加工等を生産する過程において必要不可欠な工程です。,大阪府大阪市浪速区稲荷2-7-8,1947,45.0,201,80百万円,http://www.kwn.co.jp,,
2024-08-01,東京不二電機工業株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,■営業品目 ： 動力制御盤、PLC制御盤、インバータ盤、監視盤・操作盤、電気加熱用サイリスタ盤、低圧配電盤・分電盤、高圧受配電盤、プラント中央運転監視システム,神奈川県川崎市中原区中丸子501,1961,,20,10百万円,http://www.tfe.jp/,,
2024-07-01,株式会社ジャパンエンジンコーポレーション,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,7,■事業内容： 各種原動機並びにその関連附属装置の開発、設計、製造、販売、アフターサービスおよびライセンス業務,兵庫県明石市二見町南二見1,1910,41.1,367,"2,215百万円",https://www.j-eng.co.jp/company/index.html,スタンダード市場,
2024-08-01,株式会社ツボタテクニカ,受託加工業（各種加工・表面処理）,1,【精密板金加工からユニット組立までワンストップ供給】■事業内容：同社は精密板金メーカーです。「お客様に満足を売る」をスローガンに、精密板金業界のパイオニア的存在として、お客様のニーズにマッチした高精度・高品質なモノ造りに励んで参りました。主に以下製品の板金加工を行っております。医療装置等の機構部品、半導体関連機器部品、自動販売機、温水ボイラーの精密板金配電盤、計測器等。,兵庫県神戸市西区伊川谷町有瀬713,1969,,60,20百万円,"Failed to retrieve page, status code: 410",,
2024-08-01,泉陽興業株式会社,アミューズメント・エンタメ・ゲームメーカー,22,＊観覧車トップシェアメーカー/創業60年超の安定企業＊■事業内容「遊園地・テーマパーク開発」、「遊園施設開発」、「賑わいの街づくり・観光振興」、「都市交通」、「輸送事業」、「博覧会」、「ウォーターアミューズメント」、「噴水」、「外食事業」に関わる企画、設計、製作、施工、経営ならびに販売、運営,大阪府大阪市浪速区元町1-8-15泉陽ビル,1958,38.1,292,50百万円,http://senyo.co.jp/,,
2024-07-01,冨士島工機株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,2,■事業内容：各種食品（製菓・製パン）関係スライサーの製造販売メーカーで国内でほぼシェアを独占しています。食パン、ロールパン、バンズ等のスライスからウェハース等お菓子の裁断まで、食品（製菓・製パン）のカットに関してあらゆる角度からユーザーのお手伝いをしている会社です。たとえば、コンビニで並んでいるショートケーキやタルト、サンドイッチはすべて同社の製品によってカットされています。ユーザーのニーズに合わせ、様々なスライス製品を企画・製造から行っています。■スライス製品一覧：・食パンスライサー ・ロールパン・バンズスライサー ・サンドイッチスライサー ・洋菓子スライサー その他,兵庫県神戸市西区見津が丘2-3-11,1954,,85,50百万円,http://www.fujishimakoki.co.jp/,,
2024-08-01,東洋紙業株式会社,家電・モバイル・ネットワーク機器・複写機・プリンタメーカー,4,■事業内容：同社は、総合印刷カンパニーとして、あらゆる印刷メディアの企画・制作・製造をトータルにクリエイトしています。さらにＩＴソリューションやデジタルコンテンツにその領域を拡大し、多くのクライアント企業の幅広いソリューションをきめ細かく、迅速に提供しているビジネスソリューションカンパニーです。,大阪府大阪市浪速区芦原1-3-18,1937,47.0,908,"3,448百万円",http://www.toyo-s.co.jp/index.html,,
2024-07-01,JOHNAN株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,5,1962年の創業以来、製造メーカーの受託製造サービスを通じて、電子デバイス、自動化・省力化機器、FAロボットや医療機器・ヘルスケア関連機器の設計・製作に関する技術・ノウハウを蓄積。お客様の製品開発支援、試作から量産までワンストップで対応し最終製品をお届けするなど、「ものづくり」の川上から川下までサービスを提供。近年では、AI・ロボティックス・IoTなどの技術を用いて、ものづくりサービスを拡充するなど、既存事業に取り組みつつ、新商品開発にも常に目を向け、ビジョンである「一人ひとりの希望を実装してまわる」会社の実現を目指しています。,京都府宇治市大久保町成手1-28,1968,,320,95百万円,https://www.johnan.com/,,
2024-08-01,玉川電器株式会社,産業用装置（工作機械・半導体製造装置・ロボットなど）メーカー,7,■事業内容： 〇LSI設計の受託事業〇プラスチック部品成形の受託事業,神奈川県横浜市保土ケ谷区神戸町134横浜ビジネスパークイーストタワー12F,1949,,290,85百万円,http://www.td-pla.jp,,
2024-07-01,米田工機株式会社,総合電機メーカー,1,1961年創業、1973年に法人設立の60年以上の歴史がある食品加工機器及び環境機器の設計・製造及び販売を営む企業です。創業当時から下請け製缶及びOEM製品を請け賜り、またお客様のご要望されるイメージをオーダーメイド製品としてつくりあげてきました。そして、2008年のリーマンショックを契機に今まで培ってきた経験と発想力・技術力をもとに自社ブランドメーカーとして主に食品加工装置の製造・販売を行うようになり、液体凍結機を始めとして多くのお客様に規格品やオーダーメイド製品を納入させて頂いております。【事業内容】食品加工機器及び環境機器の設計・製造及び販売,兵庫県神戸市西区見津が丘1-3-1,1973,42.0,30,30百万円,https://yoneda-kohki-group.co.jp/company/,,
2024-08-01,内藤電誠工業株式会社,半導体メーカー,2,■事業内容：・LSIの設計、製造、販売・半導体デバイス、電子部品等の信頼性評価／調査解析（故障原因の解析等）,神奈川県川崎市中原区下沼部1933,1950,39.8,323,100百万円,http://www.ndk-grp.co.jp,,
